,SUD,ALC,ATS,CAN,COC,NIC,OPI
Schizotypic,-0.4616454909897369,-0.4177466144807253,-1.1876368775826123,-1.4502626098893634,-0.7488384122337519,-1.0718851458367913,-1.4795772504650908
