,SUD,ALC,ATS,CAN,COC,NIC,OPI
Schizotypic,-0.04701513909959784,-0.043839784849916706,-0.11975161134659733,-0.1488903271362935,-0.07431062932988454,-0.11537508024245677,-0.19032514167721098
