,SUD,ALC,ATS,CAN,COC,NIC,OPI
Schizotypic,-0.43972818482957365,-0.4022076035258317,-1.1830828288742041,-1.4788287816963557,-0.7475120620710426,-1.0529350452280466,-1.4788287816963557
