Psychiatric_Disorder,Z_spearman
SCZ,2.833818826743488
BD,2.404414832515452
CHR,2.0141327259807253
ADHD,1.2525240729650537
MDD,1.2139219705470523
OCD,0.8920562863731522
PTSD,0.635737538081204
AN,-0.1757199662136166
ASD,-0.8596880860799087
