Psychiatric_Disorder,Z_cosine
SCZ,2.5427337619252963
BD,2.079229729310022
CHR,1.856420390042236
ADHD,1.2954052092840314
MDD,1.2563775916871651
PTSD,0.9530476204550493
OCD,0.32798142469633323
AN,-0.2684913036740743
ASD,-0.8495767478829355
