Psychiatric_Disorder,Z_Stouffer
BD,7.6126524656003625
CHR,6.465662357324178
SCZ,6.293030048708578
AN,5.2567284941477155
MDD,5.180718818534577
PTSD,4.330608605674696
OCD,2.5578660463370344
ASD,0.371882158190386
ADHD,0.13505979550403618
