Psychiatric_Disorder,Z_spearman
CHR,3.7190417463402357
BD,3.011484117417135
ADHD,2.929080829836013
SCZ,2.395486175209938
AN,2.2383616581920744
MDD,1.5624238117907494
OCD,1.4388783890147012
PTSD,0.22687885037308544
ASD,-0.22173838331752668
