Psychiatric_Disorder,Z_Stouffer
BD,8.285274442613629
SCZ,6.054591018712726
AN,5.996963168656498
CHR,5.954743323050764
MDD,3.488764954216665
PTSD,3.3477531250110864
OCD,2.785684693813983
ASD,0.7666887835228932
ADHD,0.32726805079342025
