Psychiatric_Disorder,Z_cosine
AN,3.7190417463402357
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.7190417463402357
OCD,2.8070659793652184
MDD,0.8151988358363039
PTSD,0.27057057730721046
ADHD,-0.031710990997929775
ASD,-0.6421929264908864
