Psychiatric_Disorder,Z_spearman
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.4316415248279633
OCD,2.9889128208371987
AN,2.555650876469344
MDD,1.532547192684516
ADHD,0.4322861574660233
PTSD,0.09626807061852526
ASD,-0.6999610892612714
