Psychiatric_Disorder,Z_cosine
AN,3.7190417463402357
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.7190417463402357
OCD,3.238908639511612
MDD,1.8677722670684769
PTSD,0.720279596343557
ADHD,-0.08469137972910508
ASD,-0.1823418360553382
