Psychiatric_Disorder,Z_euclidean
AN,3.7190417463402357
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.7190417463402357
OCD,2.6197618129444846
MDD,0.7981946799101342
PTSD,0.24104653735819528
ADHD,0.08670385852764059
ASD,-0.5325565794373409
