Psychiatric_Disorder,Z_euclidean
SCZ,2.5427337619252963
BD,2.0770578483445425
CHR,1.8522244401252388
ADHD,1.2948254166270683
MDD,1.2563775916871651
PTSD,0.9530476204550493
OCD,0.32771694849495386
AN,-0.2684913036740743
ASD,-0.85029610065021
