Psychiatric_Disorder,Z_euclidean
AN,3.7190417463402357
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.7190417463402357
OCD,2.8070659793652184
MDD,0.8151988358363039
PTSD,0.2700506495730955
ADHD,-0.030958708456913526
ASD,-0.6421929264908864
