Psychiatric_Disorder,Z_euclidean
BD,3.7190417463402357
CHR,3.7190417463402357
ADHD,3.0357025193167013
SCZ,2.506341312369291
MDD,2.286966470845792
AN,1.7780693796568825
OCD,1.5260906059473185
PTSD,0.2961398428402426
ASD,-0.23666239828152222
