Psychiatric_Disorder,Z_spearman
AN,3.7190417463402357
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.7190417463402357
OCD,1.8972555340482848
PTSD,0.235889201052821
MDD,0.20379186736284574
ADHD,0.1156761497511565
ASD,-0.2035359772198566
