Psychiatric_Disorder,Z_spearman
AN,3.7190417463402357
BD,3.7190417463402357
CHR,3.7190417463402357
SCZ,3.7190417463402357
OCD,2.7370450614090904
MDD,0.9589851160107835
PTSD,0.5038901593466122
ASD,0.3079449945681441
ADHD,0.2835929665853931
