Psychiatric_Disorder,Z_Stouffer
BD,6.97417048341099
AN,6.6262398950691646
SCZ,6.089272580975944
CHR,5.679772985453271
OCD,3.273364425488309
PTSD,3.001094874528002
MDD,2.8168954388308642
ASD,0.9320589186986944
ADHD,0.2101872079637355
