;SUD;ALC;ATS;CAN;COC;NIC;OPI
ADHD_ch;0.524547545;0.570542946;0.874112589;0.552744726;0.090590941;0.080591941;0.386361364
ADHD_ado;0.091590841;0.03359664;0.535146485;0.860513949;0.04939506;0.461553845;0.399360064
CD;0.03219678;0.01619838;0.0419958;0.183181682;0.00019998;0.03539646;0.127987201
OCD;0.058594141;0.04539546;0.363163684;0.743125687;0.137386261;0.839916008;0.04459554
