,SUD,ALC,ATS,CAN,COC,NIC,OPI
ADHD_ch,0.6363511926212486,0.5672520555545214,-0.15843683683762394,0.5936522512288759,1.6922887021395399,1.7472617728739928,0.8662348896357794
ADHD_ado,-1.687065068615631,-2.1248798427348756,-0.6201690656802189,0.1757199662136166,-1.9651657169108696,-0.7362906344168182,0.8427646821457375
CD,2.14195901387197,2.404414832515452,2.0335617625723876,1.3310222744291043,3.7190417463402357,2.1037935424158283,1.5220873257986178
OCD,1.89122631059373,2.0009715079764745,0.9093532632664328,0.32771694849495386,1.485595064258465,0.20200091558994282,-2.008449564531085
