region,PSY_z,SUD_z,shared_alteration,PSY_contribution_%
CTX_61,0.035,-0.24166666666666667,-0.10333333333333333,12.650602409638555
CTX_62,0.0050000000000000044,-0.20666666666666667,-0.10083333333333333,2.362204724409451
CTX_63,-0.05499999999999999,-0.22666666666666668,-0.14083333333333334,19.52662721893491
CTX_64,-0.034999999999999996,-0.2283333333333333,-0.13166666666666665,13.291139240506327
CTX_65,0.06,-0.09166666666666666,-0.01583333333333333,39.56043956043956
CTX_66,-0.08,-0.19499999999999998,-0.13749999999999998,29.090909090909093
CTX_67,-0.13,-0.12333333333333335,-0.12666666666666668,51.315789473684205
CTX_68,-0.049999999999999996,-0.16,-0.105,23.809523809523807
L_Thalamus,-0.08,-0.11666666666666668,-0.09833333333333334,40.67796610169491
L_Caudate,-0.060000000000000005,-0.13999999999999999,-0.09999999999999999,30.000000000000004
L_Putamen,-0.055,-0.03666666666666666,-0.04583333333333333,60.00000000000001
L_Pallidum,0.005000000000000001,-0.05833333333333334,-0.026666666666666672,7.894736842105264
L_Hippocampus,0.015,-0.20500000000000004,-0.09500000000000003,6.8181818181818175
L_Amygdala,-0.1,-0.19499999999999998,-0.1475,33.898305084745765
L_Accumbens,-0.07500000000000001,-0.015,-0.045000000000000005,83.33333333333334
R_Thalamus,-0.08,-0.13,-0.10500000000000001,38.095238095238095
R_Caudate,-0.060000000000000005,-0.11,-0.085,35.294117647058826
R_Putamen,-0.055,0.01,-0.0225,84.61538461538461
R_Pallidum,0.005000000000000001,-0.09666666666666668,-0.04583333333333334,4.918032786885246
R_Hippocampus,0.015,-0.18833333333333335,-0.08666666666666667,7.377049180327868
R_Amygdala,-0.1,-0.135,-0.11750000000000001,42.5531914893617
R_Accumbens,-0.07500000000000001,-0.09000000000000001,-0.08250000000000002,45.45454545454545
