region,PSY_z,SUD_z,shared_alteration,PSY_contribution_%
CTX_1,-0.030000000000000002,-0.18000000000000002,-0.10500000000000001,14.285714285714285
CTX_2,-0.04,-0.08,-0.06,33.333333333333336
CTX_3,0.019999999999999997,-0.29833333333333334,-0.13916666666666666,6.282722513089004
CTX_4,0.025,-0.07666666666666666,-0.02583333333333333,24.590163934426236
CTX_5,-0.15,-0.043333333333333335,-0.09666666666666666,77.58620689655173
CTX_6,-0.1,-0.21,-0.155,32.25806451612904
CTX_7,0.015,-0.18166666666666664,-0.08333333333333331,7.627118644067797
CTX_8,-0.08,-0.19833333333333333,-0.13916666666666666,28.742514970059887
CTX_9,0.045,-0.09666666666666668,-0.02583333333333334,31.76470588235294
CTX_10,0.060000000000000005,-0.12166666666666666,-0.030833333333333327,33.02752293577982
CTX_11,0.015,-0.14666666666666667,-0.06583333333333333,9.278350515463917
CTX_12,0.045,-0.10833333333333334,-0.03166666666666667,29.347826086956523
CTX_13,0.0,-0.22499999999999998,-0.11249999999999999,0.0
CTX_14,-0.049999999999999996,-0.21333333333333335,-0.13166666666666668,18.987341772151893
CTX_15,-0.0049999999999999975,-0.10666666666666665,-0.05583333333333332,4.477611940298506
CTX_16,-0.030000000000000002,-0.2183333333333333,-0.12416666666666665,12.08053691275168
CTX_17,-0.02,-0.24166666666666667,-0.13083333333333333,7.643312101910829
CTX_18,0.015,-0.105,-0.045,12.5
CTX_19,0.010000000000000002,-0.16666666666666666,-0.07833333333333332,5.660377358490567
CTX_20,0.015,-0.023333333333333334,-0.0041666666666666675,39.130434782608695
CTX_21,-0.010000000000000002,-0.1366666666666667,-0.07333333333333335,6.8181818181818175
CTX_22,-0.03,-0.22666666666666666,-0.12833333333333333,11.688311688311687
CTX_23,0.015,-0.22999999999999998,-0.10749999999999998,6.122448979591836
CTX_24,-0.02,-0.18166666666666664,-0.10083333333333332,9.917355371900829
CTX_25,-0.04,-0.18833333333333332,-0.11416666666666667,17.51824817518248
CTX_26,0.07,-0.24666666666666667,-0.08833333333333333,22.10526315789474
CTX_27,0.035,-0.30333333333333334,-0.13416666666666666,10.344827586206897
CTX_28,0.0050000000000000044,-0.18833333333333332,-0.09166666666666666,2.5862068965517264
CTX_29,-0.05499999999999999,-0.25166666666666665,-0.15333333333333332,17.934782608695652
CTX_30,-0.034999999999999996,-0.20333333333333334,-0.11916666666666667,14.685314685314681
CTX_31,0.06,-0.10000000000000002,-0.02000000000000001,37.499999999999986
CTX_32,-0.08,-0.16166666666666665,-0.12083333333333332,33.10344827586207
CTX_33,-0.13,-0.07333333333333333,-0.10166666666666667,63.934426229508205
CTX_34,-0.049999999999999996,-0.24833333333333332,-0.14916666666666667,16.75977653631285
CTX_35,-0.030000000000000002,-0.155,-0.0925,16.216216216216218
CTX_36,-0.04,-0.043333333333333335,-0.04166666666666667,48.0
CTX_37,0.019999999999999997,-0.20166666666666663,-0.09083333333333332,9.022556390977444
CTX_38,0.025,-0.07166666666666667,-0.023333333333333334,25.86206896551724
CTX_39,-0.15,-0.02,-0.08499999999999999,88.23529411764707
CTX_40,-0.1,-0.26833333333333337,-0.1841666666666667,27.149321266968325
CTX_41,0.015,-0.24666666666666667,-0.11583333333333334,5.7324840764331215
CTX_42,-0.08,-0.26333333333333336,-0.1716666666666667,23.300970873786405
CTX_43,0.045,-0.12666666666666668,-0.04083333333333334,26.213592233009702
CTX_44,0.060000000000000005,-0.14333333333333334,-0.04166666666666667,29.508196721311474
CTX_45,0.015,-0.17499999999999996,-0.07999999999999999,7.8947368421052655
CTX_46,0.045,-0.10000000000000002,-0.02750000000000001,31.034482758620683
CTX_47,0.0,-0.12666666666666668,-0.06333333333333334,0.0
CTX_48,-0.049999999999999996,-0.23500000000000001,-0.14250000000000002,17.543859649122805
CTX_49,-0.0049999999999999975,-0.10666666666666667,-0.05583333333333333,4.477611940298505
CTX_50,-0.030000000000000002,-0.20666666666666667,-0.11833333333333333,12.676056338028168
CTX_51,-0.02,-0.18166666666666667,-0.10083333333333333,9.917355371900827
CTX_52,0.015,-0.07333333333333333,-0.029166666666666667,16.9811320754717
CTX_53,0.010000000000000002,-0.11833333333333335,-0.05416666666666667,7.792207792207792
CTX_54,0.015,-0.043333333333333335,-0.014166666666666668,25.71428571428571
CTX_55,-0.010000000000000002,-0.09000000000000001,-0.05,10.000000000000002
CTX_56,-0.03,-0.20166666666666666,-0.11583333333333333,12.949640287769784
CTX_57,0.015,-0.215,-0.1,6.521739130434782
CTX_58,-0.02,-0.18333333333333335,-0.10166666666666667,9.836065573770492
CTX_59,-0.04,-0.18000000000000002,-0.11000000000000001,18.18181818181818
CTX_60,0.07,-0.17333333333333334,-0.051666666666666666,28.767123287671236
