,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,5.044046239096857,4.783997333347088,5.248955049786683,4.811996255729618,4.182426070447636,4.001773105686406,2.2762585786058693
MDD,-1.2356695267663753,-1.400976149727324,1.5783364427828401,0.2379595828478256,-1.2542961236323729,-0.581258520671256,0.80893229553285
