,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,0.0016998300169983002,0.0027997200279972004,0.0015998400159984002,0.0013998600139986002,0.0046995300469953,0.004899510048995101,0.0197980201979802
MDD,0.4991500849915009,0.4443555644435556,0.0786921307869213,0.18988101189881013,0.45365463453654636,0.36236376362363765,0.06209379062093791
