,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,0.00019998000199980003,0.000999900009999,0.00019998000199980003,0.000999900009999,0.0021997800219978004,0.0029997000299970002,0.1603839616038396
MDD,0.7823217678232177,0.6995300469953005,0.1593840615938406,0.5313468653134686,0.5911408859114089,0.9477052294770523,0.5001499850014999
