,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,3.011484117417135,2.967768663301418,3.7190417463402357,3.290554864277271,2.7265843159342102,2.7065165135606257,1.9721267366910555
MDD,0.0028823382734096616,-0.12148149747643314,1.5165233869155694,0.9051924071748331,0.1462657167329358,0.40465458828483897,1.2971472054033644
