;SUD;ALC;ATS;CAN;COC;NIC;OPI
BD;0.00379962;0.00619938;0.00139986;0.00659934;0.02019798;0.02519748;0.304769523
MDD;0.348165183;0.288971103;0.429357064;0.888911109;0.302569743;0.583341666;0.98810119
