,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,2.9889128208371987,2.84799511094191,3.0618440847871637,2.7703597995365756,2.373964546178563,2.3008898104059523,1.0296599059854528
MDD,-0.9498946541663592,-1.0595023426943142,0.8239657764582379,-0.11517152390989424,-1.0360689363366256,-0.5441454799655984,0.023436776296389385
