,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,2.8943354481172303,2.6968775604919197,3.0618440847871744,2.604565630372854,2.2571676622390155,2.1345630259027852,0.8972921509378534
MDD,-1.1815702535346384,-1.2102645856239056,0.5061679872852011,-0.36363794590012705,-1.2281835773670484,-0.8075354411862142,-0.21301294170453985
