,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,0.0020997900209979003,0.0032996700329967,0.0010998900109989002,0.003999600039996,0.011398860113988602,0.014798520147985201,0.1790820917908209
MDD,0.12418758124187582,0.11688831116888311,0.3013698630136986,0.36196380361963804,0.11068893110688931,0.2101789821017898,0.413958604139586
