,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,0.0025997400259974,0.0029997000299970002,0.00019998000199980003,0.000999900009999,0.006399360063993601,0.006799320067993201,0.048595140485951406
MDD,0.9977002299770023,0.9033096690330967,0.12938706129387062,0.36536346365363465,0.8837116288371163,0.6857314268573143,0.19458054194580543
