,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,2.9290808298360225,2.8201901451073623,3.3528224581632635,3.121418592883994,2.5181048224298395,2.660640411530689,1.8330622066246836
MDD,0.027949749228393234,-0.10180921746798237,1.3563667666321741,1.004021058966307,0.1503202607942964,0.40030605751980625,1.5366152280387404
