,SUD,ALC,ATS,CAN,COC,NIC,OPI
BD,-1.117792467321193,-1.574357011608231,-0.5830094338859364,-0.9479767929648911,-1.1256109452204168,-0.8647543003651385,-1.002297361066066
MDD,-1.764252532944193,-2.196325795504847,-1.1107596499693353,-1.5413717916194003,-1.7550803400414465,-1.4709476537253117,-1.503005988012024
